Item ID	Item value	Change in Kuiper test statistic when item removed
DYRK2	3.84481640759885	0.014975845410628963
N6AMT2	21.4193679220441	-0.007246376811593236
ACY1	16.4843118310595	-0.007246376811593236
HSPA4L	20.472658023392	-0.007246376811593236
LPL	3.20165564483165	0.014975845410628963
SLC2A5	8.92818024984745	0.014975845410628963
IPO7	16.5819707782831	-0.007246376811593236
TMEM147	21.5038391068415	-0.007246376811593236
SUMO1	15.5306868756964	-0.007246376811593236
GRPEL1	14.946593089848	-0.005495063326479421
PMVK	21.2305933862704	-0.007246376811593236
NUP62	20.2936880510849	-0.007246376811593236
STOM	4.0822657142592	0.014975845410628963
SLC37A4	15.1208125468799	-0.007246376811593236
MPZL1	23.1641977766819	0.005012817584203466
MAP2K3	13.3851323740105	0.014975845410628963
CCT3	20.6869285995146	-0.007246376811593236
RANBP1	20.8398458867934	-0.007246376811593236
ATG3	16.0442954643239	-0.007246376811593236
HSP90AA1	20.4614110018926	-0.007246376811593236
CENPV	8.3695319349683	0.014975845410628963
SLC16A1	22.5365714162657	-0.007246376811593236
MRPS25	21.6480658581828	-0.007246376811593236
GLRX5	15.0196222921727	-0.007246376811593236
NR2F2	6.79085793972445	0.014975845410628963
HSPE1	19.3270731635036	-0.007246376811593236
FTSJ1	18.0891426387061	-0.007246376811593236
MRPL44	2.0463903483765	0.014975845410628963
NME1	21.1720453654628	-0.007246376811593236
THAP4	6.08795745085765	0.014975845410628963
RPIA	17.0179328490872	-0.007246376811593236
POLE4	18.0977530360069	-0.007246376811593236
NUDT7	18.8691010780786	-0.007246376811593236
ARL4A	22.0793268422001	-0.007246376811593236
COL4A2	3.97329920049975	0.014975845410628963
BDH1	9.95579323095615	0.014975845410628963
NDUFAF4	16.0186483323947	-0.007246376811593236
PPP2R2D	9.75050227797295	0.014975845410628963
SERBP1	21.1766096410598	-0.007246376811593236
POLR3G	18.1996835823923	-0.007246376811593236
SNRPF	21.2343906924861	-0.007246376811593236
CALR	1.99090554854665	0.014975845410628963
GPD1L	12.4142449056058	0.014975845410628963
HNRNPC	21.4542977193464	-0.007246376811593236
TARDBP	22.7937379726452	-0.0031988967571082716
B4GALT5	12.0001594384791	0.014975845410628963
