PROBEID	ENTREZID	SYMBOL
1416535_at	51812	Mcrs1
1416536_at	68114	Mum1
1416537_at	171508	Creld1
1416538_at	22619	Siae
1416539_at	22619	Siae
1416540_at	15239	Hgs
1416541_at	20480	Clpb
1416542_at	21652	Phf1
1416543_at	18024	Nfe2l2
1416544_at	14056	Ezh2
1416545_at	102193	Zdhhc7
1416546_a_at	19988	Rpl6
1416547_at	66495	Ndufb3
1416548_at	58246	Slc35b4
1416549_at	58246	Slc35b4
1416550_at	58246	Slc35b4
1416551_at	11938	Atp2a2
1416552_at	434423	Dppa5a
1416553_at	20892	Stra13
1416554_at	54132	Pdlim1
1416555_at	13663	Ei24
1416556_at	67125	Tspan31
1416557_a_at	20624	Eftud2
1416558_at	17279	Melk
1416559_at	101867	Rrp8
1416560_at	114644	Slc13a3
1416561_at	14415	Gad1
1416562_at	14415	Gad1
1416563_at	51797	Ctps
1416564_at	20680	Sox7
1416565_at	110323	Cox6b1
1416566_at	20901	Strap
1416567_s_at	67126	Atp5e
1416568_a_at	56215	Acin1
1416569_at	56456	Actl6a
1416570_s_at	28030	Gfm1
1416571_at	22032	Traf4
1416572_at	17387	Mmp14
1416573_at	80294	Pofut2
1416574_at	268741	Tox4
1416575_at	12544	Cdc45
1416576_at	12702	Socs3
1416577_a_at	100043674|56438	Gm9840|Rbx1
1416578_at	100043674|56438	Gm9840|Rbx1
1416579_a_at	17075	Epcam
1416580_a_at	56424	Stub1
1416581_at	140858	Wdr5
1416582_a_at	12015	Bad
1416583_at	12015	Bad
1416584_at	17160	Man2b2
1416585_at	56505	Ruvbl1
1416586_at	22685	Zfp239
1416587_a_at	22594	Xrcc1
1416588_at	19275	Ptprn
1416589_at	20692	Sparc
1416590_a_at	19376	Rab34
1416591_at	19376	Rab34
1416592_at	93692	Glrx
1416593_at	93692	Glrx
1416594_at	20377	Sfrp1
1416595_at	64655	Mrps22
1416596_at	70129	Slc44a4
1416597_at	15193	Hdgfrp2
1416598_at	83396	Glis2
1416599_at	83396	Glis2
1416600_a_at	54720	Rcan1
1416601_a_at	54720	Rcan1
1416602_a_at	19365	Rad52
1416603_at	19934	Rpl22
1416604_at	66445	Cyc1
1416605_at	52530	Nhp2
1416606_s_at	52530	Nhp2
1416607_at	70984	4931406C07Rik
1416608_a_at	80748	BC004004
1416609_at	80748	BC004004
1416610_a_at	12725	Clcn3
1416611_at	24044	Scamp2
1416612_at	13078	Cyp1b1
1416613_at	13078	Cyp1b1
1416614_at	58521	Eid1
1416615_at	53895	Clpp
1416616_s_at	53895	Clpp
1416617_at	68738	Acss1
1416618_at	19044	Ppox
1416619_at	74048	4632428N05Rik
1416620_at	54380	Smarcal1
1416621_at	16897	Llgl1
1416622_at	94254	Wbscr16
1416623_at	21827	Thbs3
1416624_a_at	22186|75620	Uba52|Kxd1
1416625_at	12258	Serping1
1416626_at	18778	Pla2g1b
1416627_at	20732	Spint1
1416628_at	66836	Tmem223
1416629_at	20514	Slc1a5
1416630_at	15903	Id3
1416631_at	67489	Ap4b1
1416632_at	17436	Me1
1416633_a_at	68250	Fam96a
1416634_at	68250	Fam96a
1416635_at	57319	Smpdl3a
1416636_at	19744	Rheb
1416637_at	20535	Slc4a2
1416638_at	50524	Sall2
1416639_at	56485	Slc2a5
1416640_at	66240	Kcne1l
1416641_at	16881	Lig1
1416642_a_at	22070	Tpt1
1416643_at	22070	Tpt1
1416644_a_at	20347	Sema3b
1416645_a_at	11576	Afp
1416646_at	11576	Afp
1416647_at	12039	Bckdha
1416648_at	13424	Dync1h1
1416649_at	11699	Ambp
1416650_at	192658	Rfpl4
1416651_at	29805	Znhit2
1416652_at	66695	Aspn
1416653_at	20912	Stxbp3
1416654_at	20530	Slc31a2
1416655_at	59048	C1galt1c1
1416656_at	114584	Clic1
1416657_at	11651	Akt1
1416658_at	20378	Frzb
1416659_at	13669	Eif3a
1416660_at	13669	Eif3a
1416661_at	13669	Eif3a
1416662_at	192166	Sardh
1416663_at	66108	Ndufa9
1416664_at	107995	Cdc20
1416665_at	12850	Coq7
1416666_at	20720	Serpine2
1416667_at	13595	Ebp
1416668_at	66736	Emc2
1416669_s_at	17938	Naca
1416670_at	84505	Setdb1
1416671_a_at	94178	Mcoln1
1416672_s_at	94178	Mcoln1
1416673_at	56175	Bace2
1416674_at	19273	Ptpru
1416675_s_at	18799	Plcd1
1416676_at	16644	Kng1
1416677_at	11818	Apoh
1416678_at	26572	Cops3
1416679_at	19299	Abcd3
1416680_at	22215	Ube3a
1416681_at	22215	Ube3a
1416682_at	22215	Ube3a
1416683_at	140570	Plxnb2
1416684_at	14113	Fbl
1416685_s_at	14113	Fbl
1416686_at	26432	Plod2
1416687_at	26432	Plod2
1416688_at	20616	Snap91
1416689_at	22156	Tuft1
1416690_at	56055	Gtpbp2
1416691_at	56055	Gtpbp2
1416692_at	12812	Coil
1416693_at	14234	Foxc2
1416694_at	14626	Gk2
1416695_at	12257	Tspo
1416696_at	28106	Mydgf
1416697_at	13482	Dpp4
1416698_a_at	54124	Cks1b
1416699_at	67388	1110008F13Rik
1416700_at	74194	Rnd3
1416701_at	74194	Rnd3
1416702_at	20713	Serpini1
1416703_at	26416	Mapk14
1416704_at	26416	Mapk14
1416705_at	66646|68691	Rpe|Kansl1l
1416706_at	66646|68691	Rpe|Kansl1l
1416707_a_at	67037	Pmf1
1416708_a_at	52857	Gramd1a
1416709_a_at	83485	Ngrn
1416710_at	67564	Tmem35
1416711_at	21375	Tbr1
1416712_at	18624	Pepd
1416713_at	67971	Tppp3
1416714_at	15900	Irf8
1416715_at	14620	Gjb3
1416716_at	13644	Efs
1416717_at	22024	Crisp2
1416718_at	12032	Bcan
1416719_a_at	67097	Rps10
1416720_at	67996	Srsf6
1416721_s_at	67996	Srsf6
1416722_at	66867	Hmg20a
1416723_at	21413	Tcf4
1416724_x_at	21413	Tcf4
1416725_at	21413	Tcf4
1416726_s_at	77891	Ube2s
1416727_a_at	109672	Cyb5a
1416728_at	13001	Csnk2b
1416729_at	18815	Plg
1416730_at	59028	Rcl1
1416731_at	21974	Top2b
1416732_at	21974	Top2b
1416733_at	27418	Mkln1
1416734_at	27418	Mkln1
1416735_at	11886	Asah1
1416736_at	192160	Casc3
1416737_at	14936	Gys1
1416738_at	72399	Brap
1416739_a_at	72399	Brap
1416740_at	12831	Col5a1
1416741_at	12831	Col5a1
1416742_at	23837	Cfdp1
1416743_at	107652	Uap1
1416744_at	102642017|107652	LOC102642017|Uap1
1416745_x_at	102642017|107652	LOC102642017|Uap1
1416746_at	15270	H2afx
1416747_at	106073	Mfsd5
1416748_a_at	17535	Mre11a
1416749_at	56213	Htra1
1416750_at	18391	Sigmar1
1416751_a_at	53975	Ddx20
1416752_at	24131	Ldb3
1416753_at	19085	Prkar1b
1416754_at	19085	Prkar1b
1416755_at	81489	Dnajb1
1416756_at	81489	Dnajb1
1416757_at	68014	Zwilch
1416758_at	544817	Arhgap27
1416759_at	171580	Mical1
1416760_at	108760	Galnt16
1416761_at	15484	Hsd11b2
1416762_at	20194	S100a10
1416763_at	98828	Cdc123
1416764_at	66437	Fis1
1416765_s_at	66449	Pam16
1416766_at	67247	Marc2
1416767_a_at	68552	Smim14
1416768_at	68552	Smim14
1416769_s_at	114143	Atp6v0b
1416770_at	59041	Stk25
1416771_at	27096	Trappc3
1416772_at	12896	Cpt2
1416773_at	22390	Wee1
1416774_at	22390	Wee1
1416775_at	66349	Atp5sl
1416776_at	12971	Crym
1416777_at	67315	Ceacam12
1416778_at	20324	Sdpr
1416779_at	20324	Sdpr
1416780_at	18642	Pfkm
1416781_at	54637	Praf2
1416782_s_at	54637	Praf2
1416783_at	21333	Tac1
1416784_at	18663	Pgk2
1416785_at	70357	Kcnip1
1416786_at	11477	Acvr1
1416787_at	11477	Acvr1
1416788_a_at	15929	Idh3g
1416789_at	15929	Idh3g
1416790_a_at	21665|545124|624784	Tdg|Tdg-ps|Gm9855
1416791_a_at	53319	Nxf1
1416792_at	14208	Ppm1g
1416793_at	56298	Atl2
1416794_at	56298	Atl2
1416795_at	68631	Cryl1
1416796_at	17974	Nck2
1416797_at	17974	Nck2
1416798_a_at	56520	Nme4
1416799_at	58800	Trpm7
1416800_at	58800	Trpm7
1416801_at	58800	Trpm7
1416802_a_at	67849	Cdca5
1416803_at	14231	Fkbp7
1416804_at	114601	Ehbp1l1
1416805_at	68659	Fam198b
1416806_at	14149	Fdxr
1416807_at	19982|66483	Rpl36a|Rpl36al
1416808_at	18073	Nid1
1416809_at	13112	Cyp3a11
1416810_at	17256	Mea1
1416811_s_at	13024|13025	Ctla2a|Ctla2b
1416812_at	21841	Tia1
1416813_at	21841	Tia1
1416814_at	21841	Tia1
1416815_s_at	12237	Bub3
1416816_at	59125	Nek7
1416817_at	59125	Nek7
1416818_at	57342	Parva
1416819_at	12539	Cdc37
1416820_at	12539	Cdc37
1416821_at	27886	Dgcr14
1416822_at	27886	Dgcr14
1416823_a_at	64291	Osbpl1a
1416824_at	68170	B230118H07Rik
1416825_at	20648	Snta1
1416826_a_at	56771	Med20
1416827_at	21391	Tbxas1
1416828_at	20614	Snap25
1416829_at	11947	Atp5b
1416830_at	56700	Glmp
1416831_at	18010	Neu1
1416832_at	67547	Slc39a8
1416833_at	64697	Keg1
1416834_x_at	68198	Ndufb2
1416835_s_at	11702	Amd1
1416836_at	65107	Lrp10
1416837_at	12028	Bax
1416838_at	17850	Mut
1416839_at	17850	Mut
1416840_at	68041	Mid1ip1
1416841_at	66206	1110059E24Rik
1416842_at	14866	Gstm5
1416843_at	18582	Pde6d
1416844_at	15468	Prmt2
1416845_at	98170	Tmem132a
1416846_a_at	55983	Pdzrn3
1416847_s_at	100535|231699	Oas1d|Oas1e
1416848_at	66177	Ubl5
1416849_at	52637	Cisd1
1416850_s_at	52637	Cisd1
1416851_at	70356	St13
1416852_a_at	26562	Ncdn
1416853_at	26562	Ncdn
1416854_at	20531	Slc34a2
1416855_at	14451	Gas1
1416856_at	66680	Oser1
1416857_at	20316	Sdf2
1416858_a_at	30795	Fkbp3
1416859_at	30795	Fkbp3
1416860_s_at	26356	Ing1
1416861_at	20844	Stam
1416862_at	20844	Stam
1416863_at	64296	Abhd8
1416864_at	20935	Surf6
1416865_at	14163	Fgd1
1416866_at	12068	Bet1
1416867_at	12068	Bet1
1416868_at	12580	Cdkn2c
1416869_x_at	229007|72699	Zgpat|Lime1
1416870_at	54152	Dnal4
1416871_at	11501	Adam8
1416872_at	56496	Tspan6
1416873_a_at	12566	Cdk2
1416874_a_at	54624	Paf1
1416875_at	64099	Parvg
1416876_at	64099	Parvg
1416877_a_at	66493	Mrpl51
1416878_at	66493	Mrpl51
1416879_at	66493	Mrpl51
1416880_at	17210	Mcl1
1416881_at	17210	Mcl1
1416882_at	67865	Rgs10
1416883_at	56457	Clptm1
1416884_at	12417	Cbx3
1416885_at	117171	1110038F14Rik
1416886_at	57316	C1d
1416887_at	57316	C1d
1416888_at	14082	Fadd
1416889_at	21953	Tnni2
1416890_at	107071	Wdr74
1416891_at	18222	Numb
1416892_s_at	66540	Fam107b
1416893_at	66540	Fam107b
1416894_at	66245	Hspbp1
1416895_at	13636	Efna1
1416896_at	20111	Rps6ka1
1416897_at	80285	Parp9
1416898_a_at	54131	Irf3
1416899_at	22286	Utf1
1416900_s_at	14559|93898	Gdf1|Cers1
1416901_at	67963	Npc2
1416902_a_at	12859	Cox5b
1416903_at	18220	Nucb1
1416904_at	56758	Mbnl1
1416905_at	14915	Guca2a
1416906_at	59008	Anapc5
1416907_at	22099	Tsn
1416908_s_at	22099	Tsn
1416909_at	66268	Pigyl
1416910_at	66148	Dnajc15
1416911_a_at	68050	Akirin1
1416912_at	68050	Akirin1
1416913_at	13884	Ces1c
1416914_s_at	17826|56390	Fam89b|Sssca1
1416915_at	17688	Msh6
1416916_at	13710	Elf3
1416917_at	58248	1700123O20Rik
1416918_at	53310	Dlg3
1416919_a_at	53885	Nphp1
1416920_at	102902673|19653	Gm21992|Rbm4
1416921_x_at	11674	Aldoa
1416922_a_at	100043324|12177	Bnip3l-ps|Bnip3l
1416923_a_at	100043324|12177	Bnip3l-ps|Bnip3l
1416924_at	55950	Bri3
1416925_at	16211	Kpnb1
1416926_at	60599	Trp53inp1
1416927_at	60599	Trp53inp1
1416928_at	75710	Rbm12
1416929_at	75710	Rbm12
1416930_at	17068	Ly6d
1416931_at	65102	Nif3l1
1416932_at	76332	Cog2
1416933_at	18984	Por
1416934_at	17772	Mtm1
1416935_at	22368	Trpv2
1416936_at	11302	Aatk
1416937_at	56486	Gabarap
1416938_at	66121	Chchd1
1416939_at	67895	Ppa1
1416940_at	105675	Ppif
1416941_s_at	22384	Eif4h
1416942_at	80898	Erap1
1416943_at	22194	Ube2e1
1416944_a_at	24086	Tlk2
1416945_at	84113	Ptov1
1416946_a_at	113868|235674	Acaa1a|Acaa1b
1416947_s_at	113868|235674	Acaa1a|Acaa1b
1416948_at	19935	Mrpl23
1416949_s_at	14977	Slc39a7
1416950_at	106869	Tnfaip8
1416951_a_at	73834	Atp6v1d
1416952_at	73834	Atp6v1d
1416953_at	14219	Ctgf
1416954_at	27376	Slc25a10
1416955_at	27376	Slc25a10
1416956_at	16498	Kcnab2
1416957_at	18985	Pou2af1
1416958_at	353187	Nr1d2
1416959_at	353187	Nr1d2
1416960_at	72727	B3gat3
1416961_at	12236	Bub1b
1416962_at	100088	Rcc1
1416963_at	98766	Ubac1
1416964_at	65967	Eefsec
1416965_at	30052	Pcsk1n
1416966_at	19879	Slc22a8
1416967_at	20674	Sox2
1416968_a_at	101502	Hsd3b7
1416969_at	29870	Gtse1
1416970_a_at	12866	Cox7a2
1416971_at	12866	Cox7a2
1416972_at	100862468|20826	LOC100862468|Nhp2l1
1416973_at	100862468|20826	LOC100862468|Nhp2l1
1416974_at	56324	Stam2
1416975_at	56324	Stam2
1416976_at	56324	Stam2
1416977_at	56324	Stam2
1416978_at	14132	Fcgrt
1416979_at	66537	Pomp
1416980_at	71664	Mettl7b
1416981_at	56458	Foxo1
1416982_at	56458	Foxo1
1416983_s_at	56458	Foxo1
1416984_at	68565	Mrps18a
1416985_at	19261	Sirpa
1416986_a_at	19261	Sirpa
1416987_at	77766	Elp4
1416988_at	17685	Msh2
1416989_at	68299	Vps53
1416990_at	20182	Rxrb
1416991_at	68291	Mto1
1416992_at	17305	Mfng
1416993_at	102339	Cog4
1416994_at	66827	Ttc1
1416995_at	80708	Pacsin3
1416996_at	54610	Tbc1d8
1416997_a_at	15114	Hap1
1416998_at	59014	Rrs1
1416999_at	20598	Smpd2
1417000_at	80283	Abtb1
1417001_a_at	27981	Rsrp1
1417002_at	106264	0610012G03Rik
1417003_at	106264	0610012G03Rik
1417004_at	22088	Tsg101
1417005_at	16593	Klc1
1417006_at	66199	Commd4
1417007_a_at	20479	Vps4b
1417008_at	12908	Crat
1417009_at	50909	C1ra
1417010_at	30928	Zbtb18
1417011_at	15529	Sdc2
1417012_at	15529	Sdc2
1417013_at	80888	Hspb8
1417014_at	80888	Hspb8
1417015_at	192678	Rassf3
1417016_at	17165	Mapkapk5
1417017_at	13074	Cyp17a1
1417018_at	58859	Efemp2
1417019_a_at	23834	Cdc6
1417020_at	69281	Spata4
1417021_a_at	26972	Spo11
1417022_at	11989	Slc7a3
1417023_a_at	11770	Fabp4
1417024_at	15115	Hars
1417025_at	14969	H2-Eb1
1417026_at	67199	Pfdn1
1417027_at	80890	Trim2
1417028_a_at	80890	Trim2
1417029_a_at	80890	Trim2
1417030_at	66950	Tmem206
1417031_at	66950	Tmem206
1417032_at	22213	Ube2g2
1417033_at	22213	Ube2g2
1417034_at	67091	Trappc6a
1417035_at	66406	Sac3d1
1417036_at	66406	Sac3d1
1417037_at	56452	Orc6
1417038_at	53860	Sept9
1417039_a_at	66515	Cul7
1417040_a_at	51800	Bok
1417041_at	20016	Polr1c
1417042_at	14385	Slc37a4
1417043_at	16816	Lcat
1417044_at	30949	Lcmt1
1417045_at	12122	Bid
1417046_at	56032	Nprl2
1417047_at	192212	Prom2
1417048_at	192212	Prom2
1417049_at	19746	Rhd
1417050_at	67445	C1qtnf4
1417051_at	18530	Pcdh8
1417052_at	26446	Psmb3
1417053_at	18673|237880	Phb|1700071K01Rik
1417054_a_at	66055	Sf3b6
1417055_at	66055	Sf3b6
1417056_at	19186	Psme1
1417057_a_at	239739|67738	Lamp3|Ppid
1417058_a_at	66059	Krtcap2
1417059_at	66059	Krtcap2
1417060_at	76497	Ppp1r11
1417061_at	53945	Slc40a1
1417062_at	67211	Armc10
1417063_at	12260	C1qb
1417064_at	67767	Jagn1
1417065_at	13653	Egr1
1417066_at	67426	Adck3
1417067_s_at	67426	Adck3
1417068_a_at	19246	Ptpn1
1417069_a_at	63985	Gmfb
1417070_at	102294	Cyp4v3
1417071_s_at	102294	Cyp4v3
1417072_at	18399	Slc22a6
1417073_a_at	19317	Qk
1417074_at	26366	Ceacam10
1417075_at	66488	Fam136a
1417076_at	21884	Fabp9
1417077_at	12033	Bcap29
1417078_at	107753	Lgals2
1417079_s_at	107753	Lgals2
1417080_a_at	26940	Ecsit
1417081_a_at	20973	Syngr2
1417082_at	67628	Anp32b
1417083_at	66212	Sec61b
1417084_at	13688	Eif4ebp2
1417085_at	83702	Akr1c6
1417086_at	18472	Pafah1b1
1417087_at	20340	Glg1
1417088_at	26919	Zfp346
1417089_a_at	12716	Ckmt1
1417090_at	19672	Rcn1
1417091_at	12675	Chuk
1417092_at	19228	Pth1r
1417093_a_at	14885	Gtf2h4
1417094_at	70025	Acot7
1417095_a_at	50497	Hspa14
1417096_at	67223	Rrp15
1417097_at	26922	Mecr
1417098_s_at	26922	Mecr
1417099_at	54632	Ftsj1
1417100_at	54219	Cd320
1417101_at	15512	Hspa2
1417102_a_at	66046	Ndufb5
1417103_at	13202	Ddt
1417104_at	13732	Emp3
1417105_at	59005	Trappc2l
1417106_at	66314	Tpd52l2
1417107_at	66314	Tpd52l2
1417108_at	74764	Klc4
1417109_at	94242	Tinagl1
1417110_at	17155	Man1a
1417111_at	17155	Man1a
1417112_at	107566	Arl2bp
1417113_at	23885	Gmcl1
1417114_at	23885	Gmcl1
1417115_at	26404	Map3k12
1417116_at	102857	Slc6a8
1417117_at	67337	Cstf1
1417118_a_at	56292	Naa10
1417119_at	81909	Zfpl1
1417120_at	28010	Miip
1417121_at	14399	Gabra6
1417122_at	57257	Vav3
1417123_at	57257	Vav3
1417124_at	56431	Dstn
1417125_at	269378	Ahcy
1417126_a_at	68028	Rpl22l1
1417127_at	17701	Msx1
1417128_at	67220	Plekho1
1417129_a_at	17536	Meis2
1417130_s_at	57875	Angptl4
1417131_at	12530	Cdc25a
1417132_at	12530	Cdc25a
1417133_at	18858	Pmp22
1417134_at	20817	Srpk2
1417135_at	20817	Srpk2
1417136_s_at	20817	Srpk2
1417137_at	80914	Uck2
1417138_s_at	66420	Polr2e
1417139_at	66934	Dsn1
1417140_a_at	19255	Ptpn2
1417141_at	16145	Igtp
1417142_at	67544	Fam120b
1417143_at	14745	Lpar1
1417144_at	103733	Tubg1
1417145_at	100978	Nfxl1
1417146_at	67873	Mri1
1417147_at	56279	Fam69b
1417148_at	18596	Pdgfrb
1417149_at	18452	P4ha2
1417150_at	15567	Slc6a4
1417151_a_at	18217	Ntsr2
1417152_at	67991	Nacc2
1417153_at	67991	Nacc2
1417154_at	20523	Slc25a14
1417155_at	18109	Mycn
1417156_at	16669	Krt19
1417157_at	56444	Actr10
1417158_at	80292	Zxdc
1417159_at	80292	Zxdc
1417160_s_at	14038	Wfdc18
1417161_at	52004	Cdk2ap2
1417162_at	69660	Tmbim1
1417163_at	63953	Dusp10
1417164_at	63953	Dusp10
1417165_at	17191	Mbd2
1417166_at	101739	Psip1
1417167_at	27998	Exosc5
1417168_a_at	53376	Usp2
1417169_at	53376	Usp2
1417170_at	93730	Lztfl1
1417171_at	16428	Itk
1417172_at	56791	Ube2l6
1417173_at	12915	Atf6b
1417174_at	66279	Tmem218
1417175_at	27373	Csnk1e
1417176_at	27373	Csnk1e
1417177_at	14635	Galk1
1417178_at	54120	Gipc2
1417179_at	56224	Tspan5
1417180_at	18554	Pcsk7
1417181_a_at	16579	Kifap3
1417182_at	56445	Dnaja2
1417183_at	56445	Dnaja2
1417184_s_at	100503605|101488143|15129|15130	Hbb-bs|Hbb-bt|Hbb-b1|Hbb-b2
1417185_at	110454	Ly6a
1417186_at	53323	Ube2k
1417187_at	53323	Ube2k
1417188_s_at	53323	Ube2k
1417189_at	19188|621823	Psme2|Psme2b
1417190_at	59027	Nampt
1417191_at	27362	Dnajb9
1417192_at	28185	Tomm70a
1417193_at	20656	Sod2
1417194_at	20656	Sod2
1417195_at	52357	Wwc2
1417196_s_at	52357	Wwc2
1417197_at	52357	Wwc2
1417198_at	52357	Wwc2
1417199_at	57439	Tmem183a
1417200_at	57439	Tmem183a
1417201_at	76952	Nt5c2
1417202_s_at	22200	Uba3
1417203_at	66071	Ethe1
1417204_at	66913	Kdelr2
1417205_at	66913	Kdelr2
1417206_at	22275	Urod
1417207_at	13543	Dvl2
1417208_at	17117	Amacr
1417209_at	58172	Sertad2
1417210_at	26908	Eif2s3y
1417211_a_at	68721	1110032A03Rik
1417212_at	68241	Fam195a
1417213_a_at	19654	Rbm6
1417214_at	80718	Rab27b
1417215_at	80718	Rab27b
1417216_at	18715	Pim2
1417217_at	27385	Magel2
1417218_at	72691	Calhm2
1417219_s_at	19240	Tmsb10
1417220_at	14085	Fah
1417221_at	19042	Ppm1a
1417222_a_at	71929	Tmem123
1417223_at	70233	Cd2bp2
1417224_a_at	70233	Cd2bp2
1417225_at	65106	Arl6ip5
1417226_at	30838	Fbxw4
1417227_at	72039	Mccc1
1417228_at	12333	Capn1
1417229_at	12333	Capn1
1417230_at	78255	Ralgps2
1417231_at	12738	Cldn2
1417232_at	12738	Cldn2
1417233_at	72170	Chchd4
1417234_at	17385	Mmp11
1417235_at	57440	Ehd3
1417236_at	57440	Ehd3
1417237_at	18806	Pld2
1417238_at	14030	Ewsr1
1417239_at	12626	Cetn3
1417240_at	22793	Zyx
1417241_at	13929	Amz2
1417242_at	192170	Eif4a3
1417243_at	102122	Fam192a
1417244_a_at	54123	Irf7
1417245_at	58245	Gpr180
1417246_at	11287	Pzp
1417247_at	98404	AI597479
1417248_at	19765	Ralbp1
1417249_at	54125	Polm
1417250_at	19820	Rlim
1417251_at	114301	Palmd
1417252_at	50773	Nt5c
1417253_at	14300	Frg1
1417254_at	57815	Spata5
1417255_at	106633	Ift140
1417256_at	17386	Mmp13
1417257_at	12613	Cel
1417258_at	12465	Cct5
1417259_a_at	12345	Capzb
1417260_at	22185	U2af2
1417261_at	103537	Mbtd1
1417262_at	19225	Ptgs2
1417263_at	19225	Ptgs2
1417264_at	52064	Coq5
1417265_s_at	52064	Coq5
1417266_at	20305	Ccl6
1417267_s_at	66120	Fkbp11
1417268_at	12475	Cd14
1417269_at	107951	Cdk9
1417270_at	57750	Wdr12
1417271_a_at	13805	Eng
1417272_at	68303	Fam114a1
1417273_at	27273	Pdk4
1417274_at	53607	Snrpa
1417275_at	17153	Mal
1417276_at	56734	Tulp2
1417277_at	70101	Cyp4f16
1417278_a_at	93960	Nkd1
1417279_at	16438	Itpr1
1417280_at	20504	Slc17a1
1417281_a_at	26561	Mmp23
1417282_at	26561	Mmp23
1417283_at	23936	Lynx1
1417284_at	227743	Mapkap1
1417285_a_at	68202	Ndufa5
1417286_at	68202	Ndufa5
1417287_at	14950	H13
1417288_at	83436	Plekha2
1417289_at	83436	Plekha2
1417290_at	76905	Lrg1
1417291_at	21937	Tnfrsf1a
1417292_at	15953	Ifi47
1417293_at	50785	Hs6st1
1417294_at	110198	Akr7a5
1417295_at	116870	Mta1
1417296_at	11908	Atf1
1417297_at	16440	Itpr3
1417298_at	68177	Ebpl
1417299_at	18005	Nek2
1417300_at	100340	Smpdl3b
1417301_at	14368	Fzd6
1417302_at	104383	Rcor2
1417303_at	192156	Mvd
1417304_at	12667	Chrd
1417305_at	11790	Speg
1417306_at	54721	Tyk2
1417307_at	13405	Dmd
1417308_at	18746	Pkm
1417309_at	57259	Tob2
1417310_at	57259	Tob2
1417311_at	68337	Crip2
1417312_at	50781	Dkk3
1417313_at	66094	Lsm7
1417314_at	14962	Cfb
1417315_at	54645	Gripap1
1417316_at	66834	Acot13
1417317_s_at	100043217|100046034|57808|68142	Gm10237|Gm14279|Rpl35a|Ino80
1417318_at	56710	Brinp1
1417319_at	58998	Pvrl3
1417320_at	17713	Grpel1
1417321_at	319885	Zcchc7
1417322_at	102115	Dohh
1417323_at	56742	Psrc1
1417324_at	17776	Mast2
1417325_at	12234	Btrc
1417326_a_at	66156	Anapc11
1417327_at	12390	Cav2
1417328_at	13870	Ercc1
1417329_at	54338	Slc23a2
1417330_at	54338	Slc23a2
1417331_a_at	56297	Arl6
1417332_at	19725	Rfx2
1417333_at	54153	Rasa4
1417334_at	54402	Stk19
1417335_at	54200	Sult2b1
1417336_a_at	27359	Sytl4
1417337_at	13828	Epb42
1417338_at	13828	Epb42
1417339_a_at	56455	Dynll1
1417340_at	30926|620016	Glrx3|Gm12669
1417341_a_at	66849	Ppp1r2
1417342_at	66849	Ppp1r2
1417343_at	59095	Fxyd6
1417344_at	73024	Emc7
1417345_at	73024	Emc7
1417346_at	66824	Pycard
1417347_at	66824	Pycard
1417348_at	67101	2310039H08Rik
1417349_at	18457	Bloc1s6
1417350_at	18457	Bloc1s6
1417351_a_at	68981	Snrpa1
1417352_s_at	68981	Snrpa1
1417353_x_at	68981	Snrpa1
1417354_at	81500	Sil1
1417355_at	18616	Peg3
1417356_at	18616	Peg3
1417357_at	13726	Emd
1417358_s_at	20411	Sorbs1
1417359_at	17150	Mfap2
1417360_at	17350	Mlh1
1417361_at	65257	Asb3
1417362_at	56315	Rhcg
1417363_at	22719	Zfp61
1417364_at	67160	Eef1g
1417365_a_at	12313|12314|12315	Calm1|Calm2|Calm3
1417366_s_at	12313|12314|12315	Calm1|Calm2|Calm3
1417367_at	19052	Ppp2ca
1417368_s_at	17991	Ndufa2
1417369_at	15488	Hsd17b4
1417370_at	21786	Tff3
1417371_at	67245	Peli1
1417372_a_at	67245	Peli1
1417373_a_at	22145	Tuba4a
1417374_at	22145	Tuba4a
1417375_at	22145	Tuba4a
1417376_a_at	54725	Cadm1
1417377_at	54725	Cadm1
1417378_at	54725	Cadm1
1417379_at	29875	Iqgap1
1417380_at	29875	Iqgap1
1417381_at	12259	C1qa
1417382_at	12499	Entpd5
1417383_at	12499	Entpd5
1417384_at	12499	Entpd5
1417385_at	19155	Npepps
1417386_at	19155	Npepps
1417387_at	67279	Med31
1417388_at	12069	Bex2
1417389_at	14733	Gpc1
1417390_at	74254	Gpn1
1417391_a_at	16170	Il16
1417392_a_at	20540	Slc7a7
1417393_a_at	67389	Fam132a
1417394_at	16600	Klf4
1417395_at	16600	Klf4
1417396_at	27205	Podxl
1417397_at	20544	Slc9a1
1417398_at	66922	Rras2
1417399_at	14456	Gas6
1417400_at	75646	Rai14
1417401_at	75646	Rai14
1417402_at	68936	Smim11
1417403_at	170439	Elovl6
1417404_at	170439	Elovl6
1417405_at	59045	Stard3
1417406_at	55942	Sertad1
1417407_at	101358	Fbxl14
1417408_at	14066	F3
1417409_at	16476	Jun
1417410_s_at	18759	Prkci
1417411_at	58243	Nap1l5
1417412_at	14070	F8a
1417413_at	16433	Cuzd1
1417414_at	24050	Sept3
1417415_at	13162	Slc6a3
1417416_at	16485	Kcna1
1417417_a_at	12861	Cox6a1
1417418_s_at	12861	Cox6a1
1417419_at	12443	Ccnd1
1417420_at	12443	Ccnd1
1417421_at	20193	S100a1
1417422_at	14711	Gnmt
