SYMBOL	meta2d_phase
Gltscr2	9.51831955548725
Gm2002|Gm13305|LOC100861969|Il11ra1|Il11ra2	22.2298643253766
Gnat1	9.87124296179175
Gng11	21.2089540996121
Gng12	11.0277864001728
Golga2	5.56438066337545
Gpd1l	12.4142449056058
Grb14	4.9288210027669
Grk5	1.5276507536954
Grpel1	14.946593089848
Gstm4	5.34468201305395
Gtf3c6	21.5383870289589
Gys2	14.1303078170543
Hacl1	22.5908427064792
Hal	3.02703457510505
Hamp	11.5521382590768
Hdac11	7.4991675764444
Herpud1	10.966182228288
Hexim1	20.3927361045606
Hist1h2be|Hist1h2bf|Hist1h2bg|Hist1h2bj|Hist1h2bl|Hist1h2bm|Hist1h2bn|Hist1h2bp|Hist1h2bq|Hist1h2br|Hist1h2bc	22.4279384020439
Hist1h4m|Hist1h4c|Hist1h4d|Hist1h4f|Hist1h4i|Hist1h4j|Hist1h4k|Hist1h4n|Hist4h4|Hist1h4a|Hist1h4b|Hist1h3a|Hist1h4h|Hist2h4	21.6464794341842
Hist2h2be	22.6396969411108
Hist2h3c1|Hist1h3f|Hist1h3c|Hist1h3d|Hist1h3b|Hist1h3e|Hist1h3h|Hist1h3i|Hist2h3b|Hist1h3a|Hist2h3c2|Hist1h3g	20.118091679512
Hmgcs1	1.542089044137
Hnrnpc	21.4542977193464
Hnrnpk	7.3526817232738
Hnrnpr	2.70776197875055
Hopx	16.2881164386304
Hsd17b6	11.7148879336008
Hsd3b7	3.769647775904
Hsp90aa1	20.4614110018926
Hspa4	8.81610537467175
Hspe1	19.3270731635036
Id2	2.97006248487435
Ifrd1	11.5791831182528
Il4i1|Nup62	19.3585456510327
Insig2	0.26189425786795
Ints9	2.798592605548
Invs	20.4936783187555
Ipo7	16.5819707782831
Irf1	3.805997500225
Itga8	5.1741684783838
Itpk1	1.5710862192261
Jph1	11.9210614698568
Junb	6.2730811992356
Kat2b	9.06851754958685
Kcnk5	12.388571757068
Kdsr	11.2891109971914
Khk	18.9404051992095
Kif21a	7.51971281378895
Klf10	10.585747424783
Klf12	2.6709943528357
Klf13	11.6289515984005
Klhdc2	5.9665913715418
Klhdc3	8.4154128941188
Klkb1	6.01077165167425
Kpna4|9630025H16Rik	5.83110288502415
Krt8	2.1685288143548
Ktn1	7.01345631579015
L2hgdh	11.3085391047824
Lamp3|Ppid	20.5015677244481
Lars2	2.9692139469902
Lasp1	0.751667423077651
Lect1	15.1435793766237
Lgalsl	22.5149134960465
Lmo7	12.1032586322298
Lonrf1	15.6849507563333
Lpgat1	15.7894455055957
Lpl	3.20165564483165
Lrat	20.8908889043569
Lrit1	5.28608022872655
Mad2l2	1.83859167674375
Mafb	11.0480475495724
Map2k3	13.3851323740105
Map3k7	10.8298913676012
Mapre2	15.3146959607439
March6	6.1802509634991
Mcfd2	21.925144485822
Mcg1038069|Ube2n	19.5011534046419
Mcm7	0.683561628074998
Mcu	3.7331220163056
Med23	2.79480821858205
Memo1	20.6574458526403
Mfsd2a	12.5336318264633
Mia3	9.53567262682695
Miip	6.90403910218605
Mknk2	13.4678672824165
Mn1	5.5631280366263
Mocs2	20.6448583540256
Morc3	14.8971889180226
Mpzl1	23.1641977766819
Mrpl44	2.0463903483765
Mrps21	16.4934745442936
Mrps25	21.6480658581828
Mrps35	10.5398955073425
Mrps6|Slc5a3	20.8477432887443
Mtmr2	9.8233394886577
Mvb12a	18.4465880282267
N6amt2	21.4193679220441
Nab1	10.1491819533603
Nab2	4.0572365586514
Nabp1	12.7500512657441
Nadk	16.134586338871
Nampt	15.2557942490253
Nanp	10.7879243232512
Narf	10.5535239134373
Nat8	19.7339649904658
Ndel1	13.1406745825266
Ndfip1	12.5688870788538
Ndufa12	18.6515773072542
Ndufaf4	16.0186483323947
Nfix	8.6155797785648
Nfkbia	9.0538191872431
Nfu1	11.0433152106528
Ngef	10.9952841014094
Nme1	21.1720453654628
Noct	13.9474179428404
Nol12	19.7612164584989
Nosip	8.66482265178055
Nptn	15.053623743314
Nr1h4	14.1983661954044
Nr1i2	11.1053387139617
Nr2f2	6.79085793972445
Nr5a2	4.30146207493685
Nr6a1	3.75677409933945
Nrg4	12.1421968616552
Nsmf	2.82297294837095
Nt5e	23.8851246476003
Nudt22	20.7487039645457
Nudt3	11.4232401981878
Nudt7	18.8691010780786
Nufip2	7.746886245567
Nup205	23.2184093320498
Nup62	20.2936880510849
Ociad2	9.16841240620635
Otud6b	16.1411902240749
Otulin	11.2212692128904
P2rx4	8.286904981223
Pagr1a	18.4054333236052
Papola	22.5086598287602
Parp3	5.83933152086975
Pcbp2|Map3k12	9.04728579424105
Pcbp4	8.63221959434645
Pcsk4	11.3151010582409
Pdcd2	10.0948601320234
Pdgfc	0.77484701747675
Pdhb	12.1326089095665
Pdk4	23.3666343091498
Pea15a	3.6497360924453
Per1	11.7257510589428
Per2	15.8837725042743
Pex11a	14.4726506494811
Pex26	11.8867778292449
Pfdn2|Klhdc9	14.3901315233594
Pi4k2b	16.1275191288467
Pid1	1.25023473514235
Pigf	18.1011218164253
Pik3ap1	8.34402414342345
Pkhd1	1.3286359166189
Pknox1	20.3614032689916
Pla2g12a	10.7947386578312
Plekha8	14.4793869403506
Plxna2	2.47573510850665
Pmvk	21.2305933862704
Pnisr	2.33104756536965
Pnkd	23.3953475159839
Pnp	23.3925803588183
Pnp|Pnp2	23.3273816424662
Pnpla2	10.0173715089738
Pnpla7	2.73028933543765
Pole4	18.0977530360069
Polr3g	18.1996835823923
Por	12.3741580304414
Ppara	9.9833759312922
Ppat	11.3295772706258
Ppfibp1	5.34565318792665
Ppib	1.3561592276728
Ppif	15.3451971061913
Ppm1a	11.0004775154243
Ppp1r11	21.4270247938609
Ppp1r1b	20.7309334831532
Ppp2r1b	2.82936641750665
Ppp2r2d	9.75050227797295
Ppp2r5e	11.7424650038956
Prkar2a	21.8511881607514
Prps1l3|Mipol1	18.5726895363175
Prpsap2	22.9824696817848
Prr14	5.0444021038606
Psmb10	13.5699574235042
Psmd14	23.7570152046277
Psme2|Psme2b	15.4459290495815
Psph	21.2499962985765
Ptcd2	20.5114451560934
Pter	22.5818902016638
Ptpn12	8.17359746751405
Ptpn9	23.5594657429793
Ptpra	5.11977745740945
Ptprk	2.95096513887905
Pxdn	3.12125440164155
Pxn	5.77182172635015
Pycrl	18.8182978218521
Rab11fip2	11.190122553637
Ran	23.1379875412624
Ranbp1	20.8398458867934
Rasa3	8.60288182365165
Rassf3	7.14066313063885
Rb1	6.28398591934125
Rbbp5	1.90657743747325
Rbbp7	8.29337220789375
Rbm12b1	21.0914297815408
Rbpms	4.08073022146175
Rcan1	15.9606245767337
Rdh7	8.73465573117895
Rdh9	12.9862876762478
Rell1	4.1025744613841
Rffl	5.5726657844013
Rfx4	3.1064617117019
Rgs16	9.949780515078
Rhbdd1	5.8942693891115
Rhbdd2	14.3016903332244
Riok2	15.1889394907265
Rmdn1	19.0231649895989
Rnaseh2b	15.8743667448352
Rnf125	0.922904222084551
Rnf144a	23.9495577619463
Rnf144b	22.6308596371757
Rnf149	4.416623113266
Rnf19b	9.2816532885941
Rpia	17.0179328490872
Rpl22	6.4014243627924
Rpl7l1	18.0688886027917
Rps6ka3	2.16609389773615
Rrm2	15.9260167787367
Rufy1	2.38164285292975
S1pr3	4.28031908125
Saa4	15.7667233408652
Sap30l	10.5620216329623
Sav1	15.4757645944456
Sbf2	4.74356386852035
Scyl3	6.0062157405586
Sdc2	2.1457884285213
Selo	8.932835878354
Serpina6	14.3513976191639
Serpinb9	4.68915150514805
Serpine2	20.7944183801884
Serpinh1	23.7084656169059
Setd5	3.3302040095186
Setdb2	6.5704445377124
Sgk2	4.8589522576067
Sike1	21.5876804141819
Sipa1l1	1.61586796353695
Slc10a2	18.8175807690862
Slc12a2	21.9630056580104
Slc16a1	22.5365714162657
Slc16a12	14.5675246904729
Slc22a30	0.7182917531511
Slc22a5	11.3899556262411
Slc25a15	3.1482836969525
Slc25a16	11.2539309434769
Slc25a40	8.0996448865007
Slc25a46	6.846325359447
Slc2a5	8.92818024984745
Slc37a4	15.1208125468799
Slc38a4	8.7311784510054
Slc39a1	8.90239907604815
Slc39a8	3.01916372505625
Slc45a3	21.8795267068782
Slc7a2	10.0209866108843
Slc8b1	6.5874544264318
Slc9a3r1	13.6378098758177
Smad2	9.7905035384376
Smndc1	6.17235059435105
Smpd4	3.1842940024066
Smyd1	16.1794007958921
Snrpf	21.2343906924861
Sos2	9.57169756583275
Spata13	6.61651022322575
Spon2	1.52197461448115
Spred2	5.87451024921395
Srpk1	21.1969096217114
Srsf1	20.4137057495132
Srsf5	3.8912877551111
Ssr3	21.4767824081255
St3gal4	15.1289321645536
St5	23.1735830806652
Stk35	10.4555994434853
Stk40	3.19135977815255
Stom	4.0822657142592
Stt3a	2.3419993966187
Suds3	7.3259049654613
Sult1a1	17.6077779622408
Sult1c2	10.619868291374
Sumo1	15.5306868756964
Sun2	7.5555383447462
Syde2	14.3420709582383
Syne1	3.2510105057508
Tardbp	22.7937379726452
Tars	23.2805011724871
Tax1bp1	8.12691288085045
Tdo2	10.6585001595495
Tef	11.3980851911087
Tfpi2	23.9951115362733
Tgfbr1	9.87989565473975
Thap4	6.08795745085765
Thrsp	16.5462892014249
Tigd2	5.19432899454045
Timm8a1	15.4667408463186
Tinf2	9.69326675197085
Tirap	21.7482352513977
Tmem126b	17.7386839646929
Tmem134	15.0251718236734
Tmem147	21.5038391068415
Tmem180	2.0563899167421
Tmem33	20.6581218714017
Tmem41b	17.8255643770849
Tmem50a	15.2276542947534
Tmem57	14.8400419595192
Tmem62	2.136531331483
Tmie	21.8779825613113
Tmpo	19.8469214760747
Tnfaip2	0.911264669994999
Tnfrsf19	10.0404009958126
Tnrc6a	3.6796424882416
Tob2	11.0295313320832
Tor1a	14.5330167507282
Tpst2	21.579895931884
Trak2	12.1560660854917
Trim2	23.3778262482389
Trim24	11.4617091826284
Trim37	20.5131060260199
Trmt6	3.0338977202503
Tsc1	2.95059513138395
Tsc22d3	17.0983261261567
Tspan33	1.8848950013315
Tspan9	2.7975274183414
Tsta3	15.8098995182036
Ttc14	2.4845760965788
Ttc23	17.0351782854844
Tubb2a	23.6799500508193
Tyw5	3.87489044468545
Ubald2|Gm7367	5.3761693240622
Ube2f	18.5828749659942
Ube2u	23.4338188870156
Uck1	18.8570109376829
Ugcg	9.25764914243315
Ugp2	10.4255337485706
Ugt2b35	6.63605876148605
Uox	13.3783574556437
Upp2	13.52187957463
Uqcc1	12.7348528024327
Urah	15.6477263163204
Urod	16.2204281726808
Usf2	10.0761817338531
Usp12	16.4999687379122
Usp2	12.5708884962727
Utp14a	6.19301909088345
Vamp3	12.8914803053005
Vcam1	15.4398854216586
Wbscr27	5.9794480076271
Wdr81	3.09685113559285
Wee1	13.9681773336131
Wrap73	1.3491897200904
Wwp1	14.3553999382257
Yaf2	14.5966752995421
Ypel3	6.23376092670945
Ywhaq	21.1297785516206
Zcchc6	5.35630549805635
Zfand3	9.0752065652081
Zfp326	19.7289144213561
Zfp422	23.1930512675534
Zfp523	5.15518595438775
Zfp654	17.270399319899
Zkscan17	7.10542502432675
Zkscan3	2.3218627414082
Acsl4	20.0924339799516
Actb	0.139118641056051
Ahctf1	21.1761593402997
Ak2	12.0071099803571
Atp6v1c1	9.02448871551065
Atxn2	4.9634288410503
Bnip3l-ps|Bnip3l	14.5292403840967
Camk1d	3.0992829862523
Caprin1	23.1779018826964
Commd7	0.0145075243835504
Coq10b	11.4981679748511
Cpt1a	10.0571127521882
Crem	23.1549745952158
Cyp2b10	19.6728610876959
D7Wsu130e	13.1389085098447
Dnaja2	14.6845447788269
Dnajb6	15.4240572084157
Elovl1	21.1539977436055
Ept1	22.6215769404598
Glyat	15.2502887141603
Gpr146	7.84400869144325
Gsta3	20.4776024343712
Hnrnpdl	7.25128799880485
Hspa4l	20.472658023392
Ivns1abp	16.1504305072227
Jade1	7.48331631816665
Mmd	8.230690748729
Mrpl15	16.1522677693416
Myo1b	1.67748040358755
Nap1l1	20.7011531819113
Nhlrc2	12.9535061219972
Nucks1	15.3673354341986
Per3	9.87363712689095
Ppm1k	5.82484052948895
Prkd3	5.78670320865825
Psmd11	3.55913331886345
Pstpip2	22.4712707312942
Rai14	23.6694727907814
Ranbp10	4.5510553072004
Rdh11	23.3303836668338
Rnf138	8.4978647202281
S100a10	2.12770463964715
Sbk1	11.3657596510781
Sdr9c7	23.2161127128784
Serbp1	21.1766096410598
Slc1a2	10.945478602892
Slc4a4	6.54722560128755
Tgm2	1.36874636850715
Trib3	7.8635516949627
Ypel2	23.3858418597605
