Item ID	Item value	Change in Kuiper test statistic when item removed
CCBE1	11.258465081065	-0.009057971014492794
NDFIP1	12.5688870788538	0.00912028603914472
CHKA	22.5962670206289	0.034420289855072395
SDC2	2.1457884285213	0.03442028985507245
DCTN4	4.48254244809785	-0.009057971014492794
NAB2	4.0572365586514	-0.003088993070951729
CSNK2A2	8.3903835187863	-0.009057971014492794
LGALSL	22.5149134960465	0.034420289855072395
PDHB	12.1326089095665	-0.0068909576033454045
GNG12	11.0277864001728	-0.009057971014492794
DCAF7	4.73202093319635	-0.009057971014492794
SYNE1	3.2510105057508	0.02453478118969893
DHFR	10.6748106039481	-0.009057971014492794
KIAA0930	8.23493351082145	-0.009057971014492794
MN1	5.5631280366263	-0.009057971014492794
CARHSP1	5.9180068560406	-0.009057971014492794
ALCAM	4.43774423726535	-0.009057971014492794
SAP30L	10.5620216329623	-0.009057971014492794
GCNT2	9.68383211052035	-0.009057971014492794
TAX1BP1	8.12691288085045	-0.009057971014492794
ENPP2	11.4734004961167	-0.009057971014492794
EIF4EBP2	9.2757141379736	-0.009057971014492794
C21ORF91	16.139359334232	0.034420289855072395
BET1	22.0722416435074	0.034420289855072395
