Item ID	Item value	Change in Kuiper test statistic when item removed
SETD5	3.3302040095186	-0.009090909090909371
RPS6KA3	2.16609389773615	-0.009090909090909371
SUN2	7.5555383447462	0.01805129321317811
CDCP1	22.7074339483265	0.0909090909090906
DDAH1	6.11699955090825	-0.009090909090909371
GRB14	4.9288210027669	-0.009090909090909371
PNPLA7	2.73028933543765	-0.009090909090909371
ETHE1	1.3625769595073	0.024388963335292724
DLC1	2.44479263263705	-0.009090909090909371
KRT8	2.1685288143548	-0.009090909090909371
OCIAD2	9.16841240620635	0.05811217680326364
