Item ID	Item value	Change in Kuiper test statistic when item removed
DDX17	2.7537730437091	-9.775376420801951E-4
PARP3	5.83933152086975	-0.005494505494505364
BTG1	23.7071003818207	0.07142857142857151
ABHD4	5.440138819394	-0.005494505494505364
PXN	5.77182172635015	-0.005494505494505364
ALKBH3	4.8168047500329	-0.005494505494505364
P2RX4	8.286904981223	-0.005494505494505364
TEF	11.3980851911087	0.05203523126111553
CTDSP2	9.45332407623105	-0.005494505494505364
STOM	4.0822657142592	-0.005494505494505364
YPEL3	6.23376092670945	-0.005494505494505364
GPR146	7.84400869144325	-0.005494505494505364
PNPLA2	10.0173715089738	-0.0013858692976801423
S100A10	2.12770463964715	0.02059167800807593
