Item ID	Item value	Change in Kuiper test statistic when item removed
PSMD11	3.55913331886345	-0.007732539159291174
PPP1R11	21.4270247938609	-0.009803921568627083
CCNI	3.7872521454417	-0.007732539159291174
SERPINE2	20.7944183801884	-0.009803921568627083
GLDC	0.34186429670245	-0.009803921568627083
GLO1	3.719816524874	-0.007732539159291174
PDHB	12.1326089095665	0.020499108734403193
PTPRK	2.95096513887905	-0.007732539159291174
DTX4	0.384839199331549	-0.009803921568627083
NUDT3	11.4232401981878	0.020499108734403193
LASP1	0.751667423077651	-0.009803921568627083
TMEM147	21.5038391068415	-0.009803921568627083
ALCAM	4.43774423726535	0.01729991559069166
AUH	12.9826856300813	0.020499108734403193
SUMO1	15.5306868756964	0.020499108734403193
CFL1	2.72986420387295	-0.007732539159291174
PMVK	21.2305933862704	-0.009803921568627083
ATP6V1E1	11.527259998583	0.020499108734403193
AASDHPPT	23.3781526507093	-0.009803921568627083
EIF4B	7.51389667051555	0.020499108734403193
NDEL1	13.1406745825266	0.020499108734403193
SLC25A46	6.846325359447	0.020499108734403193
CCT3	20.6869285995146	-0.009803921568627083
FDPS	21.2315416570921	-0.009803921568627083
ATP6V0B	12.8087407417827	0.020499108734403193
CNBP	22.1746415574912	-0.009803921568627083
DSTN	21.4960149298628	-0.009803921568627083
GGCT	23.1944989424554	-0.009803921568627083
ARL4A	22.0793268422001	-0.009803921568627083
HNRNPK	7.3526817232738	0.020499108734403193
TUBB2A	23.6799500508193	-0.009803921568627083
TAX1BP1	8.12691288085045	0.020499108734403193
TRIM37	20.5131060260199	-0.002561314339681209
RAN	23.1379875412624	-0.009803921568627083
