Item ID	Item value	Change in Kuiper test statistic when item removed
COL18A1	3.8392431976887	-0.014285714285714124
CDA	21.9005482907647	-0.0030435703833980865
RBPMS	4.08073022146175	-0.00980942174563082
DAPK1	23.6845129379613	-0.014285714285714124
TFPI2	23.9951115362733	-0.014285714285714124
TNFAIP2	0.911264669994999	-0.014285714285714124
ZNF22	23.1930512675534	-0.014285714285714124
NR2F2	6.79085793972445	0.05714285714285727
DTX4	0.384839199331549	-0.014285714285714124
GNG11	21.2089540996121	0.014530710345644127
UGCG	9.25764914243315	0.05714285714285727
COL4A2	3.97329920049975	-0.014285714285714124
PDGFC	0.77484701747675	-0.014285714285714124
CTSH	15.7163358815379	0.05714285714285727
TGM2	1.36874636850715	-0.014285714285714124
