Item ID	Item value	Change in Kuiper test statistic when item removed
CCT3	20.6869285995146	-0.022727272727272485
RB1	6.28398591934125	0.06818181818181845
RANBP1	20.8398458867934	-0.022727272727272485
COL18A1	3.8392431976887	0.06818181818181845
TMEM147	21.5038391068415	-0.022727272727272485
SERPINE2	20.7944183801884	-0.022727272727272485
SSR3	21.4767824081255	-0.022727272727272485
SRSF1	20.4137057495132	-0.011342987310547281
SERPINH1	23.7084656169059	0.0010426470912067165
ASL	16.544026181746	0.06818181818181845
RAN	23.1379875412624	-0.021776925717013396
NME1	21.1720453654628	-0.022727272727272485
